名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,6,4,1,1,13
2,那不勒斯,6,3,2,1,11
3,曼城,6,3,1,2,10
4,比利亚雷亚尔,6,0,0,6,0
