名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,29,4,5,91
2,那不勒斯,38,25,7,6,82
3,罗马,38,23,11,4,80
4,国际米兰,38,20,7,11,67
5,佛罗伦萨,38,18,10,10,64
6,萨索洛,38,16,13,9,61
7,AC米兰,38,15,12,11,57
8,拉齐奥,38,15,9,14,54
9,切沃,38,13,11,14,50
10,恩波利,38,12,10,16,46
11,热那亚,38,13,7,18,46
12,都灵,38,12,9,17,45
13,亚特兰大,38,11,12,15,45
14,博洛尼亚,38,11,9,18,42
15,桑普多利亚,38,10,10,18,40
16,巴勒莫,38,10,9,19,39
17,乌迪内斯,38,10,9,19,39
18,卡尔皮,38,9,11,18,38
19,弗罗西诺内,38,8,7,23,31
20,维罗纳,38,5,13,20,28
