名次,球队,赛,胜,平,负,积分
1,多特蒙德,34,25,6,3,81
2,拜仁慕尼黑,34,23,4,7,73
3,沙尔克04,34,20,4,10,64
4,门兴,34,17,9,8,60
5,勒沃库森,34,15,9,10,54
6,斯图加特,34,15,8,11,53
7,汉诺威96,34,12,12,10,48
8,沃尔夫斯堡,34,13,5,16,44
9,不莱梅,34,11,9,14,42
10,纽伦堡,34,12,6,16,42
11,霍芬海姆,34,10,11,13,41
12,SC Freiburg,34,10,10,14,40
13,美因茨,34,9,12,13,39
14,奥格斯堡,34,8,14,12,38
15,汉堡,34,8,12,14,36
16,柏林赫塔,34,7,10,17,31
17,科隆,34,8,6,20,30
18,凯泽斯劳滕,34,4,11,19,23
