名次,球队,赛,胜,平,负,积分
1,摩纳哥,38,30,5,3,95
2,巴黎圣日耳曼,38,27,6,5,87
3,尼斯,38,22,12,4,78
4,里昂,38,20,5,13,65
5,马赛,38,17,11,10,62
6,波尔多,38,15,14,9,59
7,南特,38,14,9,15,51
8,圣埃蒂安,38,12,14,12,50
9,雷恩,38,12,14,12,50
10,甘冈,38,14,8,16,50
11,里尔,38,13,7,18,46
12,昂热,38,13,7,18,46
13,图卢兹,38,10,14,14,44
14,梅斯,38,11,10,17,43
15,蒙彼利埃,38,10,9,19,39
16,第戎,38,8,13,17,37
17,卡昂,38,10,7,21,37
18,洛里昂,38,10,6,22,36
19,南锡,38,9,8,21,35
20,巴斯蒂亚,38,8,11,19,35
