名次,球队,赛,胜,平,负,积分
1,巴黎圣日耳曼,38,30,6,2,96
2,里昂,38,19,8,11,65
3,摩纳哥,38,17,14,7,65
4,尼斯,38,18,9,11,63
5,里尔,38,15,15,8,60
6,圣埃蒂安,38,17,7,14,58
7,卡昂,38,16,6,16,54
8,雷恩,38,13,13,12,52
9,昂热,38,13,11,14,50
10,巴斯蒂亚,38,14,8,16,50
11,波尔多,38,12,14,12,50
12,蒙彼利埃,38,14,7,17,49
13,马赛,38,10,18,10,48
14,南特,38,12,12,14,48
15,洛里昂,38,11,13,14,46
16,甘冈,38,11,11,16,44
17,图卢兹,38,9,13,16,40
18,兰斯,38,10,9,19,39
19,阿雅克肖,38,8,13,17,37
20,特鲁瓦,38,3,9,26,18
