名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,26,9,3,87
2,罗马,38,19,13,6,70
3,拉齐奥,38,21,6,11,69
4,佛罗伦萨,38,18,10,10,64
5,那不勒斯,38,18,9,11,63
6,热那亚,38,16,11,11,59
7,桑普多利亚,38,13,17,8,56
8,国际米兰,38,14,13,11,55
9,都灵,38,14,12,12,54
10,AC米兰,38,13,13,12,52
11,巴勒莫,38,12,13,13,49
12,萨索洛,38,12,13,13,49
13,维罗纳,38,11,13,14,46
14,切沃,38,10,13,15,43
15,恩波利,38,8,18,12,42
16,乌迪内斯,38,10,11,17,41
17,亚特兰大,38,7,16,15,37
18,卡利亚里,38,8,10,20,34
19,切塞纳,38,4,12,22,24
20,帕尔马,38,6,8,24,19
