名次,球队,赛,胜,平,负,积分
1,巴塞罗那,38,32,4,2,100
2,皇家马德里,38,26,7,5,85
3,马德里竞技,38,23,7,8,76
4,皇家社会,38,18,12,8,66
5,瓦伦西亚,38,19,8,11,65
6,马拉加,38,16,9,13,57
7,皇家贝蒂斯,38,16,8,14,56
8,巴列卡诺,38,16,5,17,53
9,塞维利亚,38,14,8,16,50
10,赫塔菲,38,13,8,17,47
11,莱万特,38,12,10,16,46
12,毕尔巴鄂竞技,38,12,9,17,45
13,西班牙人,38,11,11,16,44
14,巴拉多利德,38,11,10,17,43
15,格拉纳达,38,11,9,18,42
16,奥萨苏纳,38,10,9,19,39
17,塞尔塔维戈,38,10,7,21,37
18,马洛卡,38,9,9,20,36
19,拉科鲁尼亚,38,8,11,19,35
20,萨拉戈萨,38,9,7,22,34
