名次,球队,赛,胜,平,负,积分
1,尤文图斯,3,3,0,0,9
2,那不勒斯,2,2,0,0,6
3,斯帕尔,2,2,0,0,6
4,亚特兰大,2,1,1,0,4
5,国际米兰,3,1,1,1,4
6,乌迪内斯,2,1,1,0,4
7,萨索洛,2,1,1,0,4
8,罗马,3,1,1,1,4
9,佛罗伦萨,1,1,0,0,3
10,恩波利,2,1,0,1,3
11,热那亚,1,1,0,0,3
12,AC米兰,2,1,0,1,3
13,都灵,2,0,1,1,1
14,帕尔马,3,0,1,2,1
15,卡利亚里,2,0,1,1,1
16,弗罗西诺内,2,0,1,1,1
17,博洛尼亚,3,0,1,2,1
18,桑普多利亚,1,0,0,1,0
19,拉齐奥,2,0,0,2,0
20,切沃,2,0,0,2,0
