名次,球队,赛,胜,平,负,积分
1,蒙彼利埃,38,25,7,6,82
2,巴黎圣日耳曼,38,23,10,5,79
3,里尔,38,21,11,6,74
4,里昂,38,19,7,12,64
5,波尔多,38,16,13,9,61
6,雷恩,38,17,9,12,60
7,圣埃蒂安,38,16,9,13,57
8,图卢兹,38,15,11,12,56
9,埃维昂,38,13,11,14,50
10,马赛,38,12,12,14,48
11,南锡,38,11,12,15,45
12,瓦朗谢讷,38,12,7,19,43
13,尼斯,38,10,12,16,42
14,索肖,38,11,9,18,42
15,布雷斯特,38,8,17,13,41
16,阿雅克肖,38,9,14,15,41
17,洛里昂,38,9,12,17,39
18,卡昂,38,9,11,18,38
19,第戎,38,9,9,20,36
20,欧塞尔,38,7,13,18,34
