名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,27,6,5,87
2,那不勒斯,38,23,9,6,78
3,AC米兰,38,21,9,8,72
4,佛罗伦萨,38,21,7,10,70
5,乌迪内斯,38,18,12,8,66
6,罗马,38,18,8,12,62
7,拉齐奥,38,18,7,13,61
8,卡塔尼亚,38,15,11,12,56
9,国际米兰,38,16,6,16,54
10,帕尔马,38,13,10,15,49
11,卡利亚里,38,12,11,15,47
12,切沃,38,12,9,17,45
13,博洛尼亚,38,11,11,16,44
14,桑普多利亚,38,11,10,17,42
15,亚特兰大,38,11,9,18,40
16,都灵,38,8,16,14,39
17,热那亚,38,8,14,16,38
18,巴勒莫,38,6,14,18,32
19,锡耶纳,38,9,9,20,30
20,佩斯卡拉,38,6,4,28,22
