名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,34,29,3,2,90
2,多特蒙德,34,22,5,7,71
3,沙尔克04,34,19,7,8,64
4,勒沃库森,34,19,4,11,61
5,沃尔夫斯堡,34,18,6,10,60
6,门兴,34,16,7,11,55
7,美因茨,34,16,5,13,53
8,奥格斯堡,34,15,7,12,52
9,霍芬海姆,34,11,11,12,44
10,汉诺威96,34,12,6,16,42
11,柏林赫塔,34,11,8,15,41
12,不莱梅,34,10,9,15,39
13,法兰克福,34,9,9,16,36
14,弗赖堡,34,9,9,16,36
15,斯图加特,34,8,8,18,32
16,汉堡,34,7,6,21,27
17,纽伦堡,34,5,11,18,26
18,不伦瑞克,34,6,7,21,25
