名次,球队,赛,胜,平,负,积分
1,巴黎圣日耳曼,4,4,0,0,12
2,第戎,4,3,0,1,9
3,图卢兹,4,3,0,1,9
4,里尔,4,2,1,1,7
5,蒙彼利埃,4,2,1,1,7
6,里昂,4,2,0,2,6
7,尼姆,4,2,0,2,6
8,兰斯,4,2,0,2,6
9,圣埃蒂安,3,1,2,0,5
10,卡昂,4,1,2,1,5
11,马赛,3,1,1,1,4
12,摩纳哥,3,1,1,1,4
13,斯特拉斯堡,4,1,1,2,4
14,雷恩,3,1,1,1,4
15,南特,4,1,1,2,4
16,尼斯,4,1,1,2,4
17,亚眠,3,1,0,2,3
18,波尔多,3,1,0,2,3
19,昂热,4,1,0,3,3
20,甘冈,4,0,0,4,0
