名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,23,15,0,84
2,AC米兰,38,24,8,6,80
3,乌迪内斯,38,18,10,10,64
4,拉齐奥,38,18,8,12,62
5,那不勒斯,38,16,13,9,61
6,国际米兰,38,17,7,14,58
7,罗马,38,16,8,14,56
8,帕尔马,38,15,11,12,56
9,亚特兰大,38,13,13,12,52
10,博洛尼亚,38,13,12,13,51
11,切沃,38,12,13,13,49
12,卡塔尼亚,38,11,15,12,48
13,佛罗伦萨,38,11,13,14,46
14,锡耶纳,38,11,11,16,44
15,卡利亚里,38,10,13,15,43
16,巴勒莫,38,11,10,17,43
17,热那亚,38,11,9,18,42
18,莱切,38,8,12,18,36
19,诺瓦拉,38,7,11,20,32
20,切塞纳,38,4,10,24,22
