名次,球队,赛,胜,平,负,积分
1,巴黎圣日耳曼,38,25,8,5,83
2,马赛,38,21,8,9,71
3,里昂,38,19,10,9,67
4,尼斯,38,18,10,10,64
5,圣埃蒂安,38,16,15,7,63
6,里尔,38,16,14,8,62
7,波尔多,38,13,16,9,55
8,洛里昂,38,14,11,13,53
9,蒙彼利埃,38,15,7,16,52
10,图卢兹,38,13,12,13,51
11,瓦朗谢讷,38,12,12,14,48
12,巴斯蒂亚,38,13,8,17,47
13,雷恩,38,13,7,18,46
14,兰斯,38,10,13,15,43
15,索肖,38,10,11,17,41
16,埃维昂,38,10,10,18,40
17,阿雅克肖,38,9,15,14,40
18,南锡,38,9,11,18,38
19,特鲁瓦,38,8,13,17,37
20,布雷斯特,38,8,5,25,29
