名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,29,4,5,91
2,罗马,38,28,3,7,87
3,那不勒斯,38,26,8,4,86
4,亚特兰大,38,21,9,8,72
5,拉齐奥,38,21,7,10,70
6,AC米兰,38,18,9,11,63
7,国际米兰,38,19,5,14,62
8,佛罗伦萨,38,16,12,10,60
9,都灵,38,13,14,11,53
10,桑普多利亚,38,12,12,14,48
11,卡利亚里,38,14,5,19,47
12,萨索洛,38,13,7,18,46
13,乌迪内斯,38,12,9,17,45
14,切沃,38,12,7,19,43
15,博洛尼亚,38,11,8,19,41
16,热那亚,38,9,9,20,36
17,克罗托内,38,9,7,22,34
18,恩波利,38,8,8,22,32
19,巴勒莫,38,6,8,24,26
20,佩斯卡拉,38,3,9,26,18
