名次,球队,赛,胜,平,负,积分
1,皇家马德里,38,32,4,2,100
2,巴塞罗那,38,28,7,3,91
3,瓦伦西亚,38,17,10,11,61
4,马拉加,38,17,7,14,58
5,马德里竞技,38,15,11,12,56
6,莱万特,38,16,7,15,55
7,奥萨苏纳,38,13,15,10,54
8,马洛卡,38,14,10,14,52
9,塞维利亚,38,13,11,14,50
11,赫塔菲,38,12,11,15,47
12,皇家社会,38,12,11,15,47
13,皇家贝蒂斯,38,13,8,17,47
14,西班牙人,38,12,10,16,46
15,巴列卡诺,38,13,4,21,43
16,萨拉戈萨,38,12,7,19,43
17,格拉纳达,38,12,6,20,42
18,比利亚雷亚尔,38,9,14,15,41
19,希洪,38,10,7,21,37
20,桑坦德,38,4,15,19,27
