名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,34,27,3,4,84
2,沙尔克04,34,18,9,7,63
3,霍芬海姆,34,15,10,9,55
4,多特蒙德,34,15,10,9,55
5,勒沃库森,34,15,10,9,55
6,莱比锡,34,15,8,11,53
7,斯图加特,34,15,6,13,51
8,法兰克福,34,14,7,13,49
9,门兴,34,13,8,13,47
10,柏林赫塔,34,10,13,11,43
11,不莱梅,34,10,12,12,42
12,奥格斯堡,34,10,11,13,41
13,汉诺威96,34,10,9,15,39
14,美因茨,34,9,9,16,36
15,弗赖堡,34,8,12,14,36
16,沃尔夫斯堡,34,6,15,13,33
17,汉堡,34,8,7,19,31
18,科隆,34,5,7,22,22
