名次,球队,赛,胜,平,负,积分
1,皇家马德里,38,29,6,3,93
2,巴塞罗那,38,28,6,4,90
3,马德里竞技,38,23,9,6,78
4,塞维利亚,38,21,9,8,72
5,比利亚雷亚尔,38,19,10,9,67
6,皇家社会,38,19,7,12,64
7,毕尔巴鄂竞技,38,19,6,13,63
8,西班牙人,38,15,11,12,56
9,阿拉维斯,38,14,13,11,55
10,埃瓦尔,38,15,9,14,54
11,马拉加,38,12,10,16,46
12,瓦伦西亚,38,13,7,18,46
13,维戈塞尔塔,38,13,6,19,45
14,拉斯帕尔马斯,38,10,9,19,39
15,皇家贝蒂斯,38,10,9,19,39
16,拉科鲁尼亚,38,8,12,18,36
17,莱加内斯,38,8,11,19,35
18,希洪竞技,38,7,10,21,31
19,奥萨苏纳,38,4,10,24,22
20,格拉纳达,38,4,8,26,20
