名次,球队,赛,胜,平,负,积分
1,曼联,38,28,5,5,89
2,曼城,38,23,9,6,78
3,切尔西,38,22,9,7,75
4,阿森纳,38,21,10,7,73
5,热刺,38,21,9,8,72
6,埃弗顿,38,16,15,7,63
7,利物浦,38,16,13,9,61
8,西布罗姆维奇,38,14,7,17,49
9,斯旺西,38,11,13,14,46
10,西汉姆联,38,12,10,16,46
11,诺维奇,38,10,14,14,44
12,富勒姆,38,11,10,17,43
13,斯托克城,38,9,15,14,42
14,南安普敦,38,9,14,15,41
15,阿斯顿维拉,38,10,11,17,41
16,纽卡斯尔,38,11,8,19,41
17,桑德兰,38,9,12,17,39
18,维冈,38,9,9,20,36
19,雷丁,38,6,10,22,28
20,皇家巡游者,38,4,13,21,25
