名次,球队,赛,胜,平,负,积分
1,曼城,38,28,5,5,89
2,曼联,38,28,5,5,89
3,阿森纳,38,21,7,10,70
4,热刺,38,20,9,9,69
5,纽卡斯尔,38,19,8,11,65
6,切尔西,38,18,10,10,64
7,埃弗顿,38,15,11,12,56
8,利物浦,38,14,10,14,52
9,富勒姆,38,14,10,14,52
10,西布罗姆维奇,38,13,8,17,47
11,斯旺西,38,12,11,15,47
12,诺维奇,38,12,11,15,47
13,桑德兰,38,11,12,15,45
14,斯托克城,38,11,12,15,45
15,维冈,38,11,10,17,43
16,阿斯顿维拉,38,7,17,14,38
17,皇家巡游者,38,10,7,21,37
18,博尔顿,38,10,6,22,36
19,布莱克本,38,8,7,23,31
20,狼队,38,5,10,23,25
