名次,球队,赛,胜,平,负,积分
1,曼联,38,23,11,4,80
2,切尔西,38,21,8,9,71
3,曼城,38,21,8,9,71
4,阿森纳,38,19,11,8,68
5,热刺,38,16,14,8,62
6,利物浦,38,17,7,14,58
7,埃弗顿,38,13,15,10,54
8,富勒姆,38,11,16,11,49
9,阿斯顿维拉,38,12,12,14,48
10,桑德兰,38,12,11,15,47
11,西布罗姆维奇,38,12,11,15,47
12,纽卡斯尔,38,11,13,14,46
13,斯托克城,38,13,7,18,46
14,博尔顿,38,12,10,16,46
15,布莱克本,38,11,10,17,43
16,维冈,38,9,15,14,42
17,狼队,38,11,7,20,40
18,伯明翰,38,8,15,15,39
19,布莱克浦,38,10,9,19,39
20,西汉姆联,38,7,12,19,33
