名次,球队,赛,胜,平,负,积分
1,巴塞罗那,38,29,4,5,91
2,皇家马德里,38,28,6,4,90
3,马德里竞技,38,28,4,6,88
4,比利亚雷亚尔,38,18,10,10,64
5,毕尔巴鄂竞技,38,18,8,12,62
6,维戈塞尔塔,38,17,9,12,60
7,塞维利亚,38,14,10,14,52
8,马拉加,38,12,12,14,48
9,皇家社会,38,13,9,16,48
10,皇家贝蒂斯,38,11,12,15,45
11,拉斯帕尔马斯,38,12,8,18,44
12,瓦伦西亚,38,11,11,16,44
13,西班牙人,38,12,7,19,43
14,埃瓦尔,38,11,10,17,43
15,拉科鲁尼亚,38,8,18,12,42
16,格拉纳达,38,10,9,19,39
17,希洪竞技,38,10,9,19,39
18,巴列卡诺,38,9,11,18,38
19,赫塔菲,38,9,9,20,36
20,莱万特,38,8,8,22,32
