名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,34,28,4,2,88
2,多特蒙德,34,24,6,4,78
3,勒沃库森,34,18,6,10,60
4,门兴,34,17,4,13,55
5,沙尔克04,34,15,7,12,52
6,美因茨,34,14,8,12,50
7,柏林赫塔,34,14,8,12,50
8,沃尔夫斯堡,34,12,9,13,45
9,科隆,34,10,13,11,43
10,汉堡,34,11,8,15,41
11,因戈尔施塔特,34,10,10,14,40
12,奥格斯堡,34,9,11,14,38
13,不莱梅,34,10,8,16,38
14,达姆施塔特,34,9,11,14,38
15,霍芬海姆,34,9,10,15,37
16,法兰克福,34,9,9,16,36
17,斯图加特,34,9,6,19,33
18,汉诺威96,34,7,4,23,25
