名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,2,2,0,0,6
2,沃尔夫斯堡,2,2,0,0,6
3,多特蒙德,2,1,1,0,4
4,门兴,2,1,1,0,4
5,奥格斯堡,2,1,1,0,4
6,不莱梅,2,1,1,0,4
7,美因茨,2,1,1,0,4
8,法兰克福,2,1,0,1,3
9,柏林赫塔,1,1,0,0,3
10,霍芬海姆,2,1,0,1,3
11,汉诺威96,2,0,2,0,2
12,纽伦堡,2,0,1,1,1
13,沙尔克04,1,0,0,1,0
14,杜塞尔多夫,1,0,0,1,0
15,莱比锡,1,0,0,1,0
16,弗赖堡,2,0,0,2,0
17,勒沃库森,2,0,0,2,0
18,斯图加特,2,0,0,2,0
