名次,球队,赛,胜,平,负,积分
1,马德里竞技,38,28,6,4,90
2,巴塞罗那,38,27,6,5,87
3,皇家马德里,38,27,6,5,87
4,毕尔巴鄂竞技,38,20,10,8,70
5,塞维利亚,38,18,9,11,63
6,比利亚雷亚尔,38,17,8,13,59
7,皇家社会,38,16,11,11,59
8,瓦伦西亚,38,13,10,15,49
9,维戈塞尔塔,38,14,7,17,49
10,莱万特,38,12,12,14,48
11,马拉加,38,12,9,17,45
12,巴列卡诺,38,13,4,21,43
13,赫塔菲,38,11,9,18,42
14,西班牙人,38,11,9,18,42
15,格拉纳达,38,12,5,21,41
16,埃尔切,38,9,13,16,40
17,阿尔梅里亚,38,11,7,20,40
18,奥萨苏纳,38,10,9,19,39
19,巴拉多利德,38,7,15,16,36
20,皇家贝蒂斯,38,6,7,25,25
