名次,球队,赛,胜,平,负,积分
1,切尔西,38,26,9,3,87
2,曼城,38,24,7,7,79
3,阿森纳,38,22,9,7,75
4,曼联,38,20,10,8,70
5,热刺,38,19,7,12,64
6,利物浦,38,18,8,12,62
7,南安普敦,38,18,6,14,60
8,斯旺西,38,16,8,14,56
9,斯托克城,38,15,9,14,54
10,水晶宫,38,13,9,16,48
11,埃弗顿,38,12,11,15,47
12,西汉姆联,38,12,11,15,47
13,西布朗,38,11,11,16,44
14,莱斯特,38,11,8,19,41
15,纽卡斯尔,38,10,9,19,39
16,桑德兰,38,7,17,14,38
17,阿斯顿维拉,38,10,8,20,38
18,胡尔城,38,8,11,19,35
19,伯恩利,38,7,12,19,33
20,女王公园,38,8,6,24,30
