名次,球队,赛,胜,平,负,积分
1,利物浦,4,4,0,0,12
2,切尔西,4,4,0,0,12
3,曼城,4,3,1,0,10
4,热刺,3,3,0,0,9
5,沃特福德,3,3,0,0,9
6,伯恩茅斯,4,2,1,1,7
7,埃弗顿,4,1,3,0,6
8,莱斯特城,4,2,0,2,6
9,狼队,4,1,2,1,5
10,南安普敦,4,1,1,2,4
11,富勒姆,4,1,1,2,4
12,布莱顿,4,1,1,2,4
13,阿森纳,3,1,0,2,3
14,曼联,3,1,0,2,3
15,水晶宫,4,1,0,3,3
16,卡迪夫城,3,0,2,1,2
17,哈德斯菲尔德,4,0,2,2,2
18,纽卡斯尔,4,0,1,3,1
19,伯恩利,3,0,1,2,1
20,西汉姆联,4,0,0,4,0
