名次,球队,赛,胜,平,负,积分
1,巴塞罗那,38,30,4,4,94
2,皇家马德里,38,30,2,6,92
3,马德里竞技,38,23,9,6,78
4,瓦伦西亚,38,22,11,5,77
5,塞维利亚,38,23,7,8,76
6,比利亚雷亚尔,38,16,12,10,60
7,毕尔巴鄂竞技,38,15,10,13,55
8,维戈塞尔塔,38,13,12,13,51
9,马拉加,38,14,8,16,50
10,西班牙人,38,13,10,15,49
11,巴列卡诺,38,15,4,19,49
12,皇家社会,38,11,13,14,46
13,埃尔切,38,11,8,19,41
14,莱万特,38,9,10,19,37
15,赫塔菲,38,10,7,21,37
16,拉科鲁尼亚,38,7,14,17,35
17,格拉纳达,38,7,14,17,35
18,埃瓦尔,38,9,8,21,35
19,阿尔梅里亚,38,8,8,22,32
20,科尔多瓦,38,3,11,24,20
