名次,球队,赛,胜,平,负,积分
1,拜仁慕尼黑,34,25,7,2,82
2,莱比锡,34,20,7,7,67
3,多特蒙德,34,18,10,6,64
4,霍芬海姆,34,16,14,4,62
5,科隆,34,12,13,9,49
6,柏林赫塔,34,15,4,15,49
7,弗赖堡,34,14,6,14,48
8,不莱梅,34,13,6,15,45
9,门兴,34,12,9,13,45
10,沙尔克04,34,11,10,13,43
11,法兰克福,34,11,9,14,42
12,勒沃库森,34,11,8,15,41
13,奥格斯堡,34,9,11,14,38
14,汉堡,34,10,8,16,38
15,美因茨,34,10,7,17,37
16,沃尔夫斯堡,34,10,7,17,37
17,因戈尔施塔特,34,8,8,18,32
18,达姆施塔特,34,7,4,23,25
