名次,球队,赛,胜,平,负,积分
1,尤文图斯,38,30,5,3,95
2,那不勒斯,38,28,7,3,91
3,罗马,38,23,8,7,77
4,国际米兰,38,20,12,6,72
5,拉齐奥,38,21,9,8,72
6,AC米兰,38,18,10,10,64
7,亚特兰大,38,16,12,10,60
8,佛罗伦萨,38,16,9,13,57
9,都灵,38,13,15,10,54
10,桑普多利亚,38,16,6,16,54
11,萨索洛,38,11,10,17,43
12,热那亚,38,11,8,19,41
13,切沃,38,10,10,18,40
14,乌迪内斯,38,12,4,22,40
15,博洛尼亚,38,11,6,21,39
16,卡利亚里,38,11,6,21,39
17,斯帕尔,38,8,14,16,38
18,克罗托内,38,9,8,21,35
19,维罗纳,38,7,4,27,25
20,贝内文托,38,6,3,29,21
