名次,球队,赛,胜,平,负,积分
1,曼城,38,32,4,2,100
2,曼联,38,25,6,7,81
3,热刺,38,23,8,7,77
4,利物浦,38,21,12,5,75
5,切尔西,38,21,7,10,70
6,阿森纳,38,19,6,13,63
7,伯恩利,38,14,12,12,54
8,埃弗顿,38,13,10,15,49
9,莱斯特城,38,12,11,15,47
10,纽卡斯尔,38,12,8,18,44
11,水晶宫,38,11,11,16,44
12,伯恩茅斯,38,11,11,16,44
13,西汉姆联,38,10,12,16,42
14,沃特福德,38,11,8,19,41
15,布莱顿,38,9,13,16,40
16,哈德斯菲尔德,38,9,10,19,37
17,南安普敦,38,7,15,16,36
18,斯旺西,38,8,9,21,33
19,斯托克城,38,7,12,19,33
20,西布朗,38,6,13,19,31
