名次,球队,赛,胜,平,负,积分
1,巴塞罗那,38,28,9,1,93
2,马德里竞技,38,23,10,5,79
3,皇家马德里,38,22,10,6,76
4,瓦伦西亚,38,22,7,9,73
5,比利亚雷亚尔,38,18,7,13,61
6,皇家贝蒂斯,38,18,6,14,60
7,塞维利亚,38,17,7,14,58
8,赫塔菲,38,15,10,13,55
9,埃瓦尔,38,14,9,15,51
10,赫罗纳,38,14,9,15,51
11,西班牙人,38,12,13,13,49
12,维戈塞尔塔,38,13,10,15,49
13,皇家社会,38,14,7,17,49
14,阿拉维斯,38,15,2,21,47
15,莱万特,38,11,13,14,46
16,毕尔巴鄂竞技,38,10,13,15,43
17,莱加内斯,38,12,7,19,43
18,拉科鲁尼亚,38,6,11,21,29
19,拉斯帕尔马斯,38,5,7,26,22
20,马拉加,38,5,5,28,20
