名次,球队,赛,胜,平,负,积分
1,曼城,38,27,5,6,86
2,利物浦,38,26,6,6,84
3,切尔西,38,25,7,6,82
4,阿森纳,38,24,7,7,79
5,埃弗顿,38,21,9,8,72
6,热刺,38,21,6,11,69
7,曼联,38,19,7,12,64
8,南安普敦,38,15,11,12,56
9,斯托克城,38,13,11,14,50
10,纽卡斯尔,38,15,4,19,49
11,水晶宫,38,13,6,19,45
12,斯旺西,38,11,9,18,42
13,西汉姆联,38,11,7,20,40
14,桑德兰,38,10,8,20,38
15,阿斯顿维拉,38,10,8,20,38
16,胡尔城,38,10,7,21,37
17,西布罗姆维奇,38,7,15,16,36
18,诺维奇,38,8,9,21,33
19,富勒姆,38,9,5,24,32
20,卡迪夫城,38,7,9,22,30
